Id,Probability
1,0.058248248
2,0.045905605
3,0.012768843
4,0.05941146
5,0.07627457
6,0.023171775
7,0.023095794
8,0.031198883
9,0.0029731747
10,0.1613296
11,0.0082818335
12,0.015384775
13,0.013346386
14,0.047625653
15,0.038127486
16,0.0068054297
17,0.024398262
18,0.011812385
19,0.15103966
20,0.04610818
21,0.007048531
22,0.011304759
23,0.0019182303
24,0.47276843
25,0.08224758
26,0.013707098
27,0.053947974
28,0.008264908
29,0.034236196
30,0.03705042
31,0.05587964
32,0.0066288845
33,0.012758064
34,0.084830165
35,0.4961293
36,0.06411081
37,0.039841674
38,0.016101213
39,0.009001638
40,0.03412248
41,0.6315645
42,0.28152803
43,0.13908154
44,0.0056422725
45,0.0345674
46,0.0055238684
47,0.008156268
48,0.016606161
49,0.012234923
50,0.026187507
51,0.0145062655
52,0.03712387
53,0.0044002007
54,0.045865566
55,0.014412385
56,0.07022174
57,0.0028483004
58,0.18550536
59,0.07562883
60,0.06843566
61,0.020283083
62,0.004319716
63,0.030813256
64,0.008831605
65,0.009881203
66,0.01625088
67,0.008132094
68,0.21508175
69,0.006136059
70,0.7400491
71,0.01087218
72,0.09512211
73,0.0060870177
74,0.13942768
75,0.016629305
76,0.035393193
77,0.08220853
78,0.034223884
79,0.08713987
80,0.0100377025
81,0.027011532
82,0.013778553
83,0.029067697
84,0.0047968035
85,0.013452471
86,0.012628172
87,0.04376373
88,0.018347383
89,0.05507
90,0.012863294
91,0.062450863
92,0.012296077
93,0.007644933
94,0.013749437
95,0.003042933
96,0.11490975
97,0.048180465
98,0.07269263
99,0.030221
100,0.009331336
101,0.06461533
102,0.06928025
103,0.0035586671
104,0.052701212
105,0.051610444
106,0.025369199
107,0.3792649
108,0.013345801
109,0.0052549466
110,0.018560426
111,0.0054597794
112,0.027853912
113,0.01571207
114,0.4428039
115,0.089573406
116,0.0061054677
117,0.003443948
118,0.074691586
119,0.011838731
120,0.005630895
121,0.011081405
122,0.07506832
123,0.0055604195
124,0.2586988
125,0.0061661857
126,0.0038782232
127,0.0019822856
128,0.010357105
129,0.0037006119
130,0.024423942
131,0.019084096
132,0.05957846
133,0.005036362
134,0.103949495
135,0.13644812
136,0.00398482
137,0.17730793
138,0.03281281
139,0.0066681732
140,0.0109127965
141,0.004167085
142,0.013721675
143,0.0131873675
144,0.017297639
145,0.28676522
146,0.004930379
147,0.0020660118
148,0.13145982
149,0.0018586684
150,0.056803603
151,0.0028542913
152,0.0051291278
153,0.005190621
154,0.012684433
155,0.009415338
156,0.01224398
157,0.055880185
158,0.003743156
159,0.07361812
160,0.014490043
161,0.005605883
162,0.012362464
163,0.0118477885
164,0.060680036
165,0.0051994263
166,0.048728246
167,0.6399739
168,0.016253732
169,0.16070762
170,0.012526316
171,0.0045499327
172,0.012379469
173,0.011334217
174,0.033814523
175,0.012617955
176,0.38151172
177,0.030068072
178,0.18018433
179,0.007536334
180,0.010341047
181,0.03782116
182,0.008589383
183,0.02319446
184,0.012286647
185,0.10962097
186,0.01933884
187,0.0071868165
188,0.035987828
189,0.042767484
190,0.0123740025
191,0.018339507
192,0.030019652
193,0.019842446
194,0.080342904
195,0.0059795985
196,0.032752372
197,0.007491791
198,0.0073021213
199,0.007267627
200,0.00835077
201,0.067053646
202,0.024255596
203,0.61857665
204,0.02885688
205,0.04603587
206,0.02072479
207,0.011520838
208,0.0041990066
209,0.057735622
210,0.004840965
211,0.070813484
212,0.024458675
213,0.010771593
214,0.005895471
215,0.019681772
216,0.05761744
217,0.014064381
218,0.12612352
219,0.01320084
220,0.0023455324
221,0.011544315
222,0.005966677
223,0.013626974
224,0.008624353
225,0.0074111754
226,0.07050556
227,0.012639318
228,0.09803784
229,0.055310506
230,0.41431838
231,0.11172176
232,0.00990974
233,0.011449842
234,0.010306569
235,0.0029567976
236,0.09581939
237,0.025356123
238,0.007998639
239,0.03272497
240,0.018526014
241,0.055440243
242,0.006872784
243,0.005025719
244,0.019766405
245,0.07332888
246,0.0074145654
247,0.05210695
248,0.004943006
249,0.013124087
250,0.2570936
251,0.016192356
252,0.49671975
253,0.0032976482
254,0.06642069
255,0.0022799282
256,0.00963418
257,0.034533165
258,0.16607885
259,0.025033724
260,0.16354144
261,0.0143479565
262,0.020179827
263,0.0026924503
264,0.05825546
265,0.09504842
266,0.007913283
267,0.07159086
268,0.041036416
269,0.28673473
270,0.0073673734
271,0.019617666
272,0.041976858
273,0.0071274666
274,0.010859502
275,0.0050514042
276,0.02272878
277,0.033672385
278,0.006856342
279,0.044991933
280,0.024245756
281,0.6494448
282,0.059981957
283,0.046436984
284,0.031823296
285,0.018676164
286,0.01240877
287,0.009953772
288,0.027009169
289,0.071973056
290,0.08649019
291,0.4912072
292,0.0070576374
293,0.038704738
294,0.0059572863
295,0.006622259
296,0.023671396
297,0.01065796
298,0.035799116
299,0.0033276032
300,0.00377974
301,0.06872122
302,0.0050221602
303,0.0041157594
304,0.00763012
305,0.33042863
306,0.036191717
307,0.008440386
308,0.17366633
309,0.20903991
310,0.009482703
311,0.5141417
312,0.007859175
313,0.40573245
314,0.0166173
315,0.037460722
316,0.079946145
317,0.2440574
318,0.00692785
319,0.006387458
320,0.072091915
321,0.10592469
322,0.008838165
323,0.006620493
324,0.008131582
325,0.029156167
326,0.0059578484
327,0.034502447
328,0.004076957
329,0.05127817
330,0.007784815
331,0.009022727
332,0.019620955
333,0.010735775
334,0.03428641
335,0.057753175
336,0.057985146
337,0.007048491
338,0.098508164
339,0.058037702
340,0.006007604
341,0.0025474569
342,0.013080015
343,0.013990235
344,0.051930748
345,0.032982618
346,0.024466738
347,0.17176113
348,0.18190613
349,0.011731358
350,0.018621283
351,0.11811999
352,0.022063438
353,0.0028494273
354,0.30579463
355,0.00622402
356,0.00300211
357,0.7418234
358,0.0038502393
359,0.016710524
360,0.12400272
361,0.009836904
362,0.006710299
363,0.0035363515
364,0.01220547
365,0.120376684
366,0.05445881
367,0.0077885324
368,0.10389524
369,0.008781703
370,0.16587326
371,0.004852575
372,0.10398907
373,0.008763363
374,0.0053987773
375,0.012807437
376,0.0013293574
377,0.027298061
378,0.0035222766
379,0.012532964
380,0.014653455
381,0.00506201
382,0.02041561
383,0.040188685
384,0.05217612
385,0.011894291
386,0.007477682
387,0.0029647495
388,0.026231168
389,0.018543176
390,0.01471738
391,0.0037408348
392,0.004674959
393,0.017703399
394,0.1164552
395,0.0027632574
396,0.0038302832
397,0.052287776
398,0.1274443
399,0.00620784
400,0.020556945
401,0.004919144
402,0.0042191767
403,0.016435243
404,0.009064006
405,0.9363701
406,0.8864884
407,0.018008864
408,0.031396586
409,0.024628742
410,0.016041607
411,0.027881615
412,0.051908042
413,0.11751874
414,0.009264284
415,0.0070886714
416,0.06595445
417,0.12548773
418,0.03255125
419,0.0047602304
420,0.008508442
421,0.012703652
422,0.02403396
423,0.030962814
424,0.003672652
425,0.017579362
426,0.004661442
427,0.002752021
428,0.014930947
429,0.08858594
430,0.0048492784
431,0.37361944
432,0.0034093263
433,0.017225422
434,0.024819525
435,0.030578552
436,0.023888668
437,0.05449538
438,0.096181005
439,0.0054525114
440,0.04080009
441,0.011777682
442,0.03293522
443,0.053754
444,0.00093394634
445,0.07718256
446,0.31852978
447,0.015876578
448,0.05735173
449,0.039933365
450,0.0034658287
451,0.015229251
452,0.003477196
453,0.16671672
454,0.018787771
455,0.02771071
456,0.027622772
457,0.041014835
458,0.029029835
459,0.067703225
460,0.011601927
461,0.01200127
462,0.051958673
463,0.014533782
464,0.063076556
465,0.037670124
466,0.0056230854
467,0.006772326
468,0.014405858
469,0.0078104627
470,0.23266639
471,0.015733108
472,0.0065496913
473,0.35091406
474,0.012229076
475,0.032545786
476,0.014198894
477,0.008030217
478,0.012120335
479,0.011174874
480,0.009077811
481,0.09877053
482,0.0026337837
483,0.024013786
484,0.023608739
485,0.0076774876
486,0.30693293
487,0.08166933
488,0.06595281
489,0.21494842
490,0.070040695
491,0.011949146
492,0.017376976
493,0.47643203
494,0.008385515
495,0.6866735
496,0.014570674
497,0.010360625
498,0.008129752
499,0.07276762
500,0.014950941
501,0.018198406
502,0.0093795555
503,0.032945503
504,0.014729956
505,0.0061953445
506,0.12556008
507,0.018405136
508,0.0013695661
509,0.003949614
510,0.023101624
511,0.011212621
512,0.097725935
513,0.060831238
514,0.017866828
515,0.016466422
516,0.34650204
517,0.0055275685
518,0.0043614646
519,0.0039035063
520,0.022295298
521,0.0066914405
522,0.0046057557
523,0.117655955
524,0.029008344
525,0.052234467
526,0.48234662
527,0.16283235
528,0.007936958
529,0.14745504
530,0.01744895
531,0.017136691
532,0.0024187614
533,0.008393528
534,0.008500421
535,0.019756235
536,0.0035057433
537,0.0055148206
538,0.058607638
539,0.013021367
540,0.016909197
541,0.015865644
542,0.03876672
543,0.023750149
544,0.089079775
545,0.011024545
546,0.0065743225
547,0.023852425
548,0.002957097
549,0.002935585
550,0.14209613
551,0.21304901
552,0.0099117225
553,0.012185612
554,0.004416558
555,0.14703444
556,0.012581092
557,0.029570444
558,0.012391023
559,0.12262581
560,0.008204287
561,0.0005706849
562,0.00915
563,0.069081984
564,0.042846974
565,0.0688609
566,0.0040899026
567,0.002558974
568,0.0126179615
569,0.44474182
570,0.034725234
571,0.14312024
572,0.012382963
573,0.00908614
574,0.0359521
575,0.038903255
576,0.0063476167
577,0.041751955
578,0.029085593
579,0.111582056
580,0.00468771
581,0.0068082702
582,0.005118858
583,0.00822907
584,0.019579401
585,0.037064865
586,0.0030537492
587,0.0067870896
588,0.07483686
589,0.011296742
590,0.013828964
591,0.18099017
592,0.0075190454
593,0.009911306
594,0.01755117
595,0.15155007
596,0.052476134
597,0.022258004
598,0.012548542
599,0.009475831
600,0.003923785
601,0.010607822
602,0.048896097
603,0.01685941
604,0.009857481
605,0.11926466
606,0.007929711
607,0.10963207
608,0.015202322
609,0.18796119
610,0.009068323
611,0.037313808
612,0.006392441
613,0.010766056
614,0.02781312
615,0.01512442
616,0.0031167977
617,0.14340937
618,0.007413709
619,0.018702466
620,0.014770799
621,0.0068546436
622,0.042305373
623,0.034783483
624,0.02710999
625,0.07571498
626,0.56944096
627,0.0749427
628,0.0102120135
629,0.0071020545
630,0.28160948
631,0.005078871
632,0.012157554
633,0.005660198
634,0.039167218
635,0.12510015
636,0.002584621
637,0.00555523
638,0.009417935
639,0.051872745
640,0.0051213233
641,0.010313181
642,0.3163231
643,0.10135978
644,0.55580825
645,0.053334516
646,0.26061356
647,0.009231425
648,0.13665532
649,0.0024507712
650,0.012605284
651,0.22370242
652,0.004364914
653,0.047483034
654,0.3287634
655,0.011668376
656,0.019853685
657,0.017030576
658,0.008298447
659,0.05725378
660,0.31479833
661,0.02741222
662,0.29936954
663,0.13843347
664,0.09465925
665,0.37086034
666,0.0018897123
667,0.012472849
668,0.06844741
669,0.5066857
670,0.026040498
671,0.006349482
672,0.054953657
673,0.030306946
674,0.008531983
675,0.49564517
676,0.13750146
677,0.017698955
678,0.015671408
679,0.017488193
680,0.16900773
681,0.03365782
682,0.0076406915
683,0.03232202
684,0.04084695
685,0.067171596
686,0.003928307
687,0.0019316743
688,0.029490298
689,0.11648719
690,0.012066096
691,0.03601593
692,0.32086155
693,0.036270358
694,0.064410634
695,0.025781827
696,0.014502046
697,0.0022642522
698,0.020463645
699,0.24928044
700,0.0057429913
701,0.0051995055
702,0.091020815
703,0.08339225
704,0.10920778
705,0.0124044875
706,0.0046995543
707,0.03229968
708,0.010099812
709,0.00861422
710,0.007837996
711,0.032788083
712,0.14449462
713,0.0121794315
714,0.009622104
715,0.012496642
716,0.40715113
717,0.003358924
718,0.040293187
719,0.023067866
720,0.0017326906
721,0.0042336956
722,0.024196051
723,0.05597689
724,0.00803226
725,0.23531033
726,0.01006012
727,0.0108310245
728,0.011414986
729,0.10129725
730,0.8031235
731,0.016736155
732,0.03340932
733,0.0087868385
734,0.004867198
735,0.04063398
736,0.010651627
737,0.03396483
738,0.083060496
739,0.009256934
740,0.0050529265
741,0.008978859
742,0.022205768
743,0.09959449
744,0.021257117
745,0.013877175
746,0.03852313
747,0.017306453
748,0.033973236
749,0.02893271
750,0.05435979
751,0.2196323
752,0.0032588448
753,0.0036889743
754,0.008330116
755,0.017348818
756,0.009692253
757,0.015470082
758,0.028036606
759,0.004433041
760,0.009360925
761,0.0052257744
762,0.027673548
763,0.030612662
764,0.0046253297
765,0.023124661
766,0.05017969
767,0.0054398403
768,0.0722651
769,0.0074885045
770,0.14812762
771,0.007415681
772,0.21848707
773,0.075127885
774,0.007943035
775,0.043462615
776,0.005764405
777,0.122522704
778,0.0053593647
779,0.019292044
780,0.34240994
781,0.050223757
782,0.023035664
783,0.019107938
784,0.11224582
785,0.018038895
786,0.10574676
787,0.033881094
788,0.027752874
789,0.06911598
790,0.17338596
791,0.01606751
792,0.3478673
793,0.09715443
794,0.021153111
795,0.24282485
796,0.007489433
797,0.11560406
798,0.0126408
799,0.1425281
800,0.021938097
801,0.0064118085
802,0.0072029685
803,0.052432917
804,0.012202413
805,0.3017107
806,0.023451217
807,0.0043343347
808,0.016650425
809,0.03911499
810,0.025041698
811,0.055301458
812,0.008523935
813,0.022286046
814,0.01259071
815,0.14434771
816,0.031512707
817,0.003427761
818,0.016647529
819,0.0017321464
820,0.03730233
821,0.01721589
822,0.2629479
823,0.005342126
824,0.014804298
825,0.008997802
826,0.014565561
827,0.03759772
828,0.025894843
829,0.011973868
830,0.011308938
831,0.12217816
832,0.020800596
833,0.09962217
834,0.007598193
835,0.045533627
836,0.025401985
837,0.10147991
838,0.026213888
839,0.05756654
840,0.42531794
841,0.12295699
842,0.054782096
843,0.22419976
844,0.05196468
845,0.6139333
846,0.8367315
847,0.00717624
848,0.0023257225
849,0.2558912
850,0.018460687
851,0.019613571
852,0.010911273
853,0.06309723
854,0.013277691
855,0.0022761424
856,0.019697811
857,0.02062693
858,0.05980192
859,0.00662362
860,0.024031186
861,0.3656984
862,0.004176915
863,0.0040197205
864,0.0046952893
865,0.020090185
866,0.004201434
867,0.0028619883
868,0.0780348
869,0.043161478
870,0.004223446
871,0.014254584
872,0.038755022
873,0.009138305
874,0.0021670032
875,0.0032718875
876,0.030896258
877,0.015164766
878,0.021674162
879,0.0067796526
880,0.026946366
881,0.029307557
882,0.048291095
883,0.022830833
884,0.016495924
885,0.0007432813
886,0.012742441
887,0.04345518
888,0.65606433
889,0.014581284
890,0.04468035
891,0.008752452
892,0.0071245013
893,0.4337117
894,0.76675934
895,0.022675216
896,0.017437762
897,0.01645678
898,0.004942296
899,0.007665976
900,0.004477544
901,0.052853297
902,0.030740138
903,0.009020143
904,0.004854339
905,0.004977086
906,0.034535795
907,0.061548993
908,0.117504336
909,0.11246716
910,0.01883528
911,0.014393891
912,0.065217115
913,0.0024538331
914,0.010344254
915,0.04898534
916,0.014493973
917,0.013960829
918,0.003092124
919,0.018650422
920,0.11814225
921,0.04778118
922,0.0805397
923,0.1975843
924,0.015072635
925,0.011286658
926,0.07212674
927,0.033599924
928,0.02107787
929,0.051949278
930,0.3244557
931,0.116922766
932,0.010772981
933,0.075362846
934,0.094307214
935,0.0030572093
936,0.0037361619
937,0.0044483906
938,0.0149445655
939,0.03613653
940,0.009513068
941,0.06854264
942,0.007147542
943,0.047021892
944,0.1575555
945,0.012726817
946,0.0057769725
947,0.057066776
948,0.010571097
949,0.017780116
950,0.006402723
951,0.0020460316
952,0.06265575
953,0.052149188
954,0.0053540017
955,0.09881536
956,0.11248921
957,0.006308055
958,0.024803713
959,0.016169697
960,0.016762888
961,0.0129608
962,0.0033935518
963,0.0049733897
964,0.011895754
965,0.032580525
966,0.03086238
967,0.04277204
968,0.025760762
969,0.30370978
970,0.055591896
971,0.003806828
972,0.39255488
973,0.037001904
974,0.13056335
975,0.005817703
976,0.003933288
977,0.07938136
978,0.012885855
979,0.051286485
980,0.5538128
981,0.0029513906
982,0.0040635983
983,0.0064100074
984,0.0055525177
985,0.025487771
986,0.28992668
987,0.0018597957
988,0.00892555
989,0.015213119
990,0.0123649845
991,0.022223815
992,0.007372735
993,0.0053250277
994,0.039973103
995,0.0042169453
996,0.38156968
997,0.0021943978
998,0.022762496
999,0.012950683
1000,0.0097212475
1001,0.00920052
1002,0.04568145
1003,0.013771143
1004,0.016364142
1005,0.07514481
1006,0.013022469
1007,0.021527905
1008,0.0032645683
1009,0.012665212
1010,0.005028977
1011,0.010702529
1012,0.010414017
1013,0.022193551
1014,0.070321895
1015,0.00941798
1016,0.17530526
1017,0.007559363
1018,0.7895942
1019,0.051357146
1020,0.0017623259
1021,0.0068433597
1022,0.095728725
1023,0.022704909
1024,0.21015069
1025,0.005067623
1026,0.006733681
1027,0.018288521
1028,0.012987991
1029,0.009402369
1030,0.0045726355
1031,0.012561802
1032,0.06402253
1033,0.009535857
1034,0.017368274
1035,0.0032136007
1036,0.01386164
1037,0.010316544
1038,0.0021790722
1039,0.009345674
1040,0.0014377156
1041,0.04095513
1042,0.28009808
1043,0.0046197046
1044,0.045082387
1045,0.012594226
1046,0.014965161
1047,0.003640967
1048,0.018503921
1049,0.020593032
1050,0.00634968
1051,0.009866519
1052,0.027110845
1053,0.24363074
1054,0.008562515
1055,0.086912245
1056,0.007347777
1057,0.0064697796
1058,0.0072887396
1059,0.032413345
1060,0.028898314
1061,0.028890539
1062,0.050226074
1063,0.0036628332
1064,0.019263938
1065,0.20003317
1066,0.015753353
1067,0.022162348
1068,0.0024283426
1069,0.010180714
1070,0.00962204
1071,0.007849547
1072,0.07392442
1073,0.77850175
1074,0.009841526
1075,0.015161933
1076,0.02305065
1077,0.019011425
1078,0.007129663
1079,0.09475811
1080,0.02830153
1081,0.04621014
1082,0.09791298
1083,0.016783908
1084,0.036759675
1085,0.013811092
1086,0.012125389
1087,0.026555214
1088,0.058919873
1089,0.23778754
1090,0.008704243
1091,0.008680034
1092,0.005211194
1093,0.08560491
1094,0.0056869313
1095,0.16737393
1096,0.05480104
1097,0.02088137
1098,0.10406536
1099,0.053904954
1100,0.04147342
1101,0.018300189
1102,0.0063492227
1103,0.01453868
